,morning_1,morning_2,morning_3,morning_4,morning_5,amsnack_1,amsnack_2,lunch_1,lunch_2,lunch_3,lunch_4,lunch_5,pmsnack_1,pmsnack_2,dinner_1,dinner_2,dinner_3,dinner_4,dinner_5
473,옥수수밥(30),새송이버섯국,단배추멸치조림,애호박건새우볶음,나박김치,S건포도감자볼,empty,돼지고기양배추덮밥,느타리버섯국,채소크로켓,애호박나물,깍두기,S사과(50g),S우유(100ml),찹쌀밥,달걀국,비엔나브로콜리꼬지,당근숙주나물,깍두기
474,기장밥(40),실파콩나물국,임연수엿장조림,취나물무침,백김치,S오렌지(50g),empty,가지채소볶음밥,맑은가쓰오부시장국,주꾸미채소볶음,empty,열무물김치,S삶은달걀(50g),S우유미숫가루,밤찹쌀팥밥,얼갈이맑은국,돼지고기짜장볶음,브로콜리맛살볶음,나박김치
475,찹쌀밥,만두국,달걀간장조림,진미채무말랭이무침,깍두기,S딸기(100g),S호두우유,마파두부덮밥,미소장국,단호박튀김,마카로니채소샐러드(마요네즈),열무물김치,S키위(50g),S우유(100ml),밤밥,만두국,뼈없는닭갈비,참나물무침,오이소박이김치
476,찹쌀밥(30),느타리버섯국,시금치두부전,오색묵무침,총각김치,S사과(50g),empty,소고기가지덮밥,호박국,만두탕수,애호박나물,열무물김치,S치즈스틱,S단호박식혜,밤콩밥,조갯살미역국,짜장닭볶음,팽이버섯볶음,나박김치
477,쌀밥(30),팥죽,새우볼조림,부추양파생채,배추김치,empty,S바나나쉐이크,방울토마토새우볶음밥,실파장국,치킨너겟+소스,양상추샐러드(키위드레싱),깍두기,S오렌지(50g),S오렌지주스(무가당),옥수수밥,만두국,낙지채소볶음,얼갈이나물,깍두기
478,수수밥,갈비탕+당면,달걀치즈말이,파프리카유자청무침,깍두기,S모닝빵,S우유(100ml),오징어버섯덮밥,유부대파국,가지구이,토마토샐러드,비트초절이,empty,S수제바나나우유,찹쌀밥,새우젓국찌개,오리훈제채소구이,우엉채곤약조림,총각김치
479,고구마밥(40),새우살시금치국,소고기우엉조림,애호박양파볶음,단배추물김치,S사과(50g),empty,소고기카레라이스,미역냉국,만두탕수,양배추샐러드(레몬드레싱),단무지,S애플파이,S우유(150ml),옥수수밥,소갈비탕,두부케첩조림,표고버섯무나물,깍두기
480,보리밥(30),맑은미역국,크래미채소볶음,삼색나물(고사리),나박김치,S딸기(100g),empty,옥수수밥,모듬버섯찌개,생선까스+타르타르소스,마카로니채소샐러드,깍두기,S롤빵,S우유(100ml),일본식소고기덮밥(규동),만두순두부찌개,유산슬,김자반,깍두기
481,쌀밥(30),냉이된장국,주꾸미채소간장볶음,감자채볶음,백김치,empty,empty,소고기카레라이스,애호박새우젓국찌개,(저염·저당)돼지갈비찜,참나물겉절이,나박김치,S크랜베리찹쌀케이크,S우유(100ml),감자밥,순두부찌개,훈제오리단호박볶음,김무침,열무물김치
482,옥수수밥,두부맑은국,닭가슴살간장조림,곤드레나물볶음,배추김치,empty,S수제블루베리우유,일본식소고기덮밥(규동),느타리버섯맑은국,견과류고구마범벅,브로콜리초무침,깍두기,S오렌지(50g),S수제블루베리우유,찹쌀밥,북어국,돼지사태찜,아욱나물무침,배추김치
483,팥밥(30),떡만두국,애호박건새우볶음,시금치나물,배추김치,S떠먹는요구르트(100ml),S떠먹는요구르트(100ml),소고기굴소스볶음밥,들깨순두부백탕,튀김만두+초간장,empty,깍두기,S바나나(50g),S오렌지주스,찹쌀밥,바지락된장국,간장코다리강정,팽이버섯부추나물,나박김치
484,콩밥,떡국떡미역국,두부양념조림,베이컨감자볶음,깍두기,S삶은달걀(50g),S우유(100ml),두부카레라이스,미소된장국,시금치프리타타,파프리카콘샐러드,비트초절이,S채소전,S망고주스,율무밥,애호박두부된장국,연어구이+타르타르소스,감자그라탕,나박김치
485,찹쌀밥(추가),팥죽,새우볼조림,톳나물무침,동치미,S단감(50g),S토마토주스,소고기가지덮밥,애호박맑은국,채소크로켓,건새우애호박볶음,동치미,S미니핫도그,S우유(100ml),찹쌀밥,모듬버섯찌개,두부잡채,오이무침,깍두기
486,찹쌀현미밥,김치두부국,돼지고기짜장볶음,냉이무침,배추김치,S바나나(50g),empty,소고기가지덮밥,두부맑은국,치킨너겟+머스타드소스,오이샐러드,배추김치,empty,S수제바나나우유,수수밥,만두국,아욱건새우전,감자어묵볶음,배추김치
487,쌀밥(30),팥죽,아몬드잔멸치조림,시래기볶음나물,나박김치,S사과(50g),empty,찹쌀닭백숙,empty,새우살연근조림,돌나물흑임자샐러드,깍두기,S바나나핫케이크,S우유(100ml),찹쌀밥,목살김치국,오징어숙회,가지양념찜,깍두기
488,팥밥(30),애호박맑은국,볼어묵조림,견과류고구마범벅,나박김치,S수제딸기우유,empty,율무밥,홍합살미역국,소고기버섯불고기,청경채무침,백김치,S건포도감자볼,S오렌지주스,밤콩밥,모듬버섯된장국,조기구이,냉이나물,깍두기
489,율무밥,순두부백탕,팽이버섯달걀전,도토리묵상추무침,깍두기,S과일샐러드(요거트드레싱),empty,밤찹쌀팥밥,어묵국수,웨지감자,사과샐러드(발사믹드레싱),열무물김치,S복숭아(80g),S요구르트,찹쌀팥밥,낙지연포탕,주꾸미떡볶음,감자햄볶음,깻잎김치
490,옥수수밥(30),감자부추국,땅콩두부조림,김구이,열무김치,S수제바나나우유,empty,찹쌀밥,만두닭개장,오징어채소완자전,콩나물무침,총각김치,S약과,S쌀음료,찹쌀팥밥,북어채무국,찹스테이크,우엉채곤약조림,깍두기
491,찹쌀밥(추가),두부감자국,새송이버섯새우살볶음,양배추샐러드(참깨드레싱),배추김치,S우유(100ml),empty,고구마밥(30),만두국,청경채불고기,모듬채소겉절이,깍두기,S약과,S우유미숫가루,현미찹쌀밥,감자탕,애호박전,멸치조림,배추김치
492,수수밥(30),들깨탕,소고기파프리카볶음,봄동나물,나박김치,S수제블루베리우유,empty,안매운마파두부덮밥,감자국,검은깨고구마맛탕,empty,깍두기,S고구마경단,S망고주스,옥수수밥,순두부찌개,차돌숙주볶음,도토리묵무침,배추김치
493,찹쌀밥,만두국,브로콜리새우볶음,참외노각무침,깍두기,empty,S우유(150ml),소고기가지덮밥,숙주맑은국,으깬두부채소전,요거트과일샐러드,깍두기,empty,S우유(150ml),옥수수밥,순두부백탕,갈치구이,도라지무침,배추김치
494,수수밥,두부맑은국,삼치데리야끼구이,시금치나물,총각김치,S키위(50g),empty,소고기가지덮밥,우동국물,새우춘권튀김,고구마샐러드,배추김치,empty,S수제블루베리우유,율무밥,차돌박이된장국,단호박찜닭,콩자반,오이피클
495,찹쌀현미밥,조갯살미역국,콘달걀찜,오징어브로콜리숙회,배추김치,S귤(80g),S쌀음료,소고기오므라이스,크림스프,비엔나케첩조림,감자건포도샐러드,배추김치,empty,S우유(150ml),찹쌀팥밥,조갯살된장국,삼치살무조림,버섯들깨나물,나박김치
496,찹쌀밥(30),배추들깨국,코다리무조림,애호박나물,나박김치,S달걀부추빵,S우유(100ml),새우살볶음밥,버섯달걀탕,파인애플탕수육+소스,empty,비트초절이,S옥수수버터구이,S식혜,밤콩밥,순두부찌개,매콤주꾸미볶음,팽이버섯달걀전,깍두기
497,수수밥(30),모듬버섯찌개,아욱건새우전,무몰무침,나박김치,S우유(100ml),empty,소고기가지덮밥,미니유부우동,연근흑임자샐러드,empty,총각김치,S팥죽,S요구르트,옥수수밥,낙지연포탕,두부볼케첩조림,팽이버섯부추나물,열무물김치
498,달걀버섯볶음밥,유부실파국,소고기장조림,열무볶음,단배추물김치,S우유미숫가루,S우유미숫가루,밤콩밥,달래된장국,두부잡채,미니새송이볶음,백김치,S건포도감자볼,S수제딸기우유,밤찹쌀팥밥,온청포묵국,닭고기냉채,양상추유자청샐러드,오이소박이김치
499,팥밥(30),굴미역국,훈제오리구이,참나물볶음,석박지,S당근두부스넥,S우유(100ml),닭살카레감자밥+양념장,배추당면국,고로케,과일샐러드,깍두기,S우유미숫가루,S포도주스,밤콩밥,다슬기된장국,북어채소찜,도토리묵상추무침,오이소박이김치
